"","ph1","bc1a","bc1","bc2","bc3","pph1","pph2a","pph2b","pph2c","el1","el9","el11","el13a","el13b","el13c","el13d","el13e","el14","el15","el16","el17a","el17b","el17c","el17d","el17e","el17f","ih1","mh4","es1a","es1b","es2","es3","SAMP_WEIGHT","POP_WEIGHT","leave_type","leave_weeks","unpaid_leave_weeks","pct_unpaid","partner","education","race","job_type","unemploy_reason","zipcode","d4_2","bf1_1"
"323",1,6,1,2,2,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,1,4,1,2,6,0.766460455140679,78.1284939578771,"Did not take time off",NA,NA,NA,"Co-parent",NA,"White","Self-employed","Chose to stay-at-home","11368",NA,"Months"
"324",2,3,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,2,12,1.905191475333,194.204071026512,NA,NA,NA,NA,"Co-parent","Four year college or higher","White",NA,NA,"98115",NA,"Months"
"325",3,11,1,2,2,1,NA,NA,NA,1,1,"3",8,2,0,12,0,1,1,NA,2,2,1,2,1,1,1,3,4,4,2,12,0.370097382873211,37.7255616355688,"Both",24,12,50,"Co-parent","Four year college or higher","Other","Private",NA,"11228",NA,"Still breastfeeding"
"326",3,12,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,2,1,2.77290961051331,282.654180392079,NA,NA,NA,NA,"Co-parent","No high school degree","Black/African American",NA,NA,"11202",NA,"Never"
"327",1,9,1,2,2,1,NA,NA,NA,1,1,"1",0,0,8,0,0,1,2,2,NA,NA,NA,NA,NA,NA,3,1,2,4,2,4,0.742712297301149,75.7077457068328,"Paid",8,0,0,"Co-parent","Four year college or higher","White","Private","Chose to stay-at-home","10304",NA,"Months"
"328",5,12,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,1,2,2.26283497836037,230.660157022781,NA,NA,NA,NA,"Co-parent","High school degree/GED","Native Hawaiian/OPI",NA,NA,"11418",NA,"Months"
"329",4,8,1,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,1,4,2,1,1.45177926726547,147.985883616008,NA,NA,NA,NA,"Co-parent","High school degree/GED","Other",NA,NA,"11368",NA,"Months"
"330",2,3,1,1,2,1,NA,NA,NA,1,2,"3",1,6,0,6,0,1,1,NA,1,2,1,1,2,2,2,2,4,4,2,6,0.651394842582101,66.399378704446,"Both",12,6,50,"Co-parent","Four year college or higher","Black/African American","Non-profit",NA,"11234",NA,"Months"
"331",3,10,1,1,2,1,NA,NA,NA,1,2,"1",0,0,4,0,0,1,1,NA,1,2,2,2,1,2,3,3,2,4,2,5,0.617920763771656,62.9872269795311,"Paid",4,0,0,"Co-parent","Some college or technical school","Other","Private",NA,"10468",NA,"Weeks"
"332",3,2,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,4,2,77,0.727346486765136,74.1414448917432,NA,NA,NA,NA,"Co-parent","High school degree/GED","Black/African American",NA,NA,"11429",NA,"Months"
"333",1,6,1,2,2,2,2,2,2,1,1,"4",NA,NA,NA,NA,NA,NA,1,NA,1,2,1,2,1,2,1,1,4,4,2,12,1.16724540641621,118.982166752243,"Did not take time off",NA,NA,NA,"Co-parent","Four year college or higher","Asian","Non-profit",NA,"11375",NA,"Never"
"334",1,8,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,2,12,0.294734359098209,30.0434959684342,NA,NA,NA,NA,"Co-parent","Four year college or higher","White",NA,NA,"10024",NA,"Months"
"335",1,6,1,1,2,1,NA,NA,NA,1,1,"3",2,4,0,6,0,2,1,NA,2,2,2,2,1,1,1,1,4,4,2,12,0.578860535240066,59.0056558386384,"Both",12,6,50,"Single Parent","Four year college or higher","White","Private",NA,"11375",NA,"Months"
"336",2,12,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,1,2,2,1,1,2,4,4,2,12,0.487755862489625,49.7189785850666,"Unpaid",16,NA,NA,"Co-parent","Four year college or higher","Black/African American","Private",NA,"10469",NA,"Still breastfeeding"
"337",2,6,1,1,5,2,1,2,1,1,1,"4",NA,NA,NA,NA,NA,NA,1,NA,2,1,2,2,1,2,2,3,4,4,2,1,0.506656629529559,51.6456121818484,"Did not take time off",NA,NA,NA,"Co-parent","Some college or technical school","White","Private",NA,"11369",NA,"Still breastfeeding"
"338",4,3,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,4,2,99,1.66663028804398,169.886539502628,NA,NA,NA,NA,"Co-parent","No high school degree","Asian",NA,NA,"10039",NA,"Still breastfeeding"
"339",2,9,1,1,3,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,1,NA,2,2,1,1,1,2,3,4,4,4,2,8,0.445085098167104,45.3693705522057,"Did not take time off",NA,NA,NA,"Co-parent","Four year college or higher","Other","Private",NA,"11209",NA,"Less than 1 Week"
"340",1,7,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,2,1,NA,2,2,1,2,2,2,4,3,4,4,1,1,1.14102219228711,116.309125745496,"Unpaid",4,NA,NA,"Single Parent","Four year college or higher","Asian","Private",NA,"11235",NA,"Weeks"
"341",1,3,1,1,3,1,NA,NA,NA,1,1,"1",8,0,4,1,0,2,1,NA,2,2,2,2,1,1,3,3,4,4,2,7,0.531613476861486,54.1895671672655,"Paid",8,1,12,"Co-parent","Some college or technical school","Other","Private",NA,"11418",NA,"Still breastfeeding"
"342",1,7,1,1,2,1,NA,NA,NA,1,2,"4",NA,NA,NA,NA,NA,NA,1,NA,1,2,1,2,1,2,1,1,4,4,2,10,1.562684464868,159.290910512923,"Did not take time off",NA,NA,NA,"Co-parent","Four year college or higher","Asian","Self-employed",NA,"22192",NA,"Still breastfeeding"
"343",1,1,1,2,5,2,2,2,2,1,1,"3",0,77,12,12,0,2,1,NA,2,2,2,2,2,2,2,1,4,4,2,12,0.933413704524796,95.1467312958502,"Both",24,12,50,"Co-parent","High school degree/GED","Black/African American","Private",NA,"11217",NA,"Months"
"344",4,5,1,2,3,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,1,5,3,4,2,7,0.606622524241851,61.8355505519756,"Did not take time off",NA,NA,NA,"Co-parent","High school degree/GED","Hispanic","Private","Fired related to pregnancy or maternity leave","10459",NA,"Months"
"345",1,6,1,1,2,1,NA,NA,NA,1,1,"1",2,0,12,0,0,1,4,NA,1,1,2,1,2,2,1,1,4,4,2,12,0.853754642769328,87.0267526546691,"Paid",14,0,0,"Co-parent","Four year college or higher","White","Private",NA,"10007",NA,"Months"
"346",3,4,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,4,2,77,1.20815667938793,123.152422532228,NA,NA,NA,NA,"Co-parent","Four year college or higher","White",NA,NA,"11226",NA,"Months"
"347",3,1,1,1,3,1,NA,NA,NA,1,1,"1",2,0,12,0,0,3,1,NA,2,1,1,2,1,2,2,3,2,4,1,2,0.931561788687774,94.957957831658,"Paid",12,0,0,"Co-parent","High school degree/GED","Asian","Private",NA,"11230",NA,"Months"
"348",1,12,1,1,3,1,NA,NA,NA,1,2,"4",NA,NA,NA,NA,NA,NA,1,NA,2,2,2,2,1,2,1,1,4,3,2,4,0.32310155670416,32.9350821055841,"Did not take time off",NA,NA,NA,"Co-parent","Some college or technical school","Other","Self-employed",NA,"11413",NA,"Months"
"349",1,12,1,1,2,1,NA,NA,NA,1,1,"1",0,0,4,0,0,2,1,NA,1,2,2,2,1,2,2,1,3,2,2,1,0.502856925372564,51.2582925735367,"Paid",4,0,0,"Single Parent","Some college or technical school","Black/African American","Private",NA,"11385",NA,"Months"
"350",1,9,1,1,3,1,NA,NA,NA,1,1,"1",1,5,0,0,0,2,1,NA,1,1,1,2,2,2,1,1,3,4,2,2,0.644443546870526,65.69080429417,"Paid",6,0,0,"Co-parent","High school degree/GED","White","Private",NA,"11219",NA,"Months"
"351",3,2,1,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,4,2,77,1.73992004917087,177.357268906829,NA,NA,NA,NA,"Co-parent","High school degree/GED","White",NA,NA,"11230",NA,"Less than 1 Week"
"352",3,9,1,2,3,1,NA,NA,NA,1,1,"1",3,9,12,0,0,1,1,NA,1,2,2,2,2,2,2,3,4,4,2,11,0.617920763771656,62.9872269795311,"Paid",12,0,0,"Co-parent","Four year college or higher","Hispanic","Non-profit",NA,"10467",NA,"Less than 1 Week"
"353",3,3,1,1,2,1,NA,NA,NA,1,1,"3",4,0,0,4,0,1,1,NA,1,2,2,1,2,1,1,3,4,4,2,12,0.410420906248542,41.8359056608344,"Both",10,4,40,"Co-parent","Four year college or higher","Hispanic","Non-profit",NA,"11218",NA,"Months"
"354",1,6,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,4,2,6,1.76607822048332,180.023679829436,NA,NA,NA,NA,"Co-parent","Some college or technical school","Black/African American",NA,NA,"10030",NA,"Still breastfeeding"
"355",2,10,1,1,2,1,NA,NA,NA,1,1,"1",1,6,6,0,5,1,1,NA,1,2,2,2,2,2,1,2,4,4,2,12,0.608974341491052,62.0752810410202,"Paid",12,0,0,"Co-parent","Four year college or higher","White","Non-profit",NA,"11375",NA,"Months"
"356",1,5,1,1,2,1,NA,NA,NA,1,1,"3",2,0,2,4,0,2,1,NA,2,1,2,2,1,2,1,1,1,4,2,3,0.457036401125413,46.5876164443511,"Both",6,4,67,"Co-parent","High school degree/GED","White","Private",NA,"19810",NA,"Months"
"357",4,1,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,2,77,1.80291895608964,183.779008848588,NA,NA,NA,NA,"Co-parent","No high school degree","Other",NA,NA,"10460",NA,"Still breastfeeding"
"358",1,8,1,2,3,1,NA,NA,NA,1,1,"1",1,5,0,0,0,1,1,NA,1,2,1,2,2,1,1,1,4,4,2,5,0.581443828956421,59.2689816842915,"Paid",6,0,0,"Co-parent","Four year college or higher","White","Private",NA,"11210",NA,"Never"
"359",1,8,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,4,2,99,1.73992004917087,177.357268906829,NA,NA,NA,NA,"Co-parent","High school degree/GED","White",NA,NA,"11249",NA,"Months"
"360",1,1,1,1,3,1,NA,NA,NA,1,2,"4",NA,NA,NA,NA,NA,NA,3,5,2,2,77,1,1,2,3,1,3,3,1,77,0.664609167612922,67.7463696762613,"Did not take time off",NA,NA,NA,"Co-parent","High school degree/GED","White","Private","My health issues","10467",NA,"Months"
"361",3,10,1,2,3,1,NA,NA,NA,1,1,"1",5,0,8,0,0,1,2,2,NA,NA,NA,NA,NA,NA,2,2,4,4,2,4,0.677617426608437,69.0723554822048,"Paid",8,0,0,"Co-parent","High school degree/GED","Other","Private","Chose to stay-at-home","11421",NA,"Months"
"362",2,4,1,2,3,1,NA,NA,NA,1,1,"3",1,77,2,12,0,1,2,2,NA,NA,NA,NA,NA,NA,1,2,4,4,2,12,1.07294524718206,109.369760304477,"Both",8,12,150,"Co-parent","Four year college or higher","White","Private","Chose to stay-at-home","10463",NA,"Months"
"363",2,1,1,1,1,1,NA,NA,NA,1,1,"1",3,0,5,4,0,1,1,NA,1,2,2,2,2,1,1,2,4,4,2,12,0.933413704524796,95.1467312958502,"Paid",12,4,33,"Co-parent","Four year college or higher","White","Private",NA,"11218",NA,"Months"
"364",2,11,2,1,4,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,4,2,3,0.341121284811718,34.7719077488791,NA,NA,NA,NA,"Co-parent","Some college or technical school","White",NA,NA,"11368",NA,"Months"
"365",1,3,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,4,2,2,1.41885859975407,144.630143400707,NA,NA,NA,NA,"Co-parent","High school degree/GED","White",NA,NA,"11421",NA,"Months"
"366",5,7,1,2,5,1,NA,NA,NA,1,1,"3",77,77,6,0,0,2,1,NA,1,1,2,1,2,1,5,5,4,4,2,9,0.502856925372564,51.2582925735367,"Both",24,0,0,"Co-parent","Four year college or higher","White","Private",NA,"11413",NA,"Never"
"367",2,6,1,2,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,99,99,2,99,3,3,4,4,2,99,1.16724540641621,118.982166752243,"Unpaid",8,NA,NA,"Co-parent","Four year college or higher","Asian","Non-profit",NA,"11432",NA,"Months"
"368",3,2,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,2,3,1.13762496055422,115.962831821084,NA,NA,NA,NA,"Co-parent","No high school degree","Other",NA,NA,"11368",NA,"Months"
"369",1,4,1,1,2,1,NA,NA,NA,1,1,"3",2,0,10,2,0,1,1,NA,1,2,2,2,2,2,2,2,4,4,2,12,0.608974341491052,62.0752810410202,"Both",15,2,13,"Co-parent","Four year college or higher","White","Private",NA,"11102",NA,"Months"
"370",2,8,1,1,3,1,NA,NA,NA,1,1,"3",77,0,6,2,0,1,1,NA,2,2,2,2,2,2,1,4,4,4,2,10,0.655329346985773,66.8004390611387,"Both",8,2,25,"Co-parent","Four year college or higher","White","Self-employed",NA,"10009",NA,"Months"
"371",1,4,1,2,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,4,1,3,1.93546141231906,197.28961128245,NA,NA,NA,NA,"Co-parent","Some college or technical school","White",NA,NA,"11223",NA,"Still breastfeeding"
"372",1,9,1,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,4,2,1,0.502856925372564,51.2582925735367,NA,NA,NA,NA,"Co-parent","Some college or technical school","Other",NA,NA,"11377",NA,"Months"
"373",3,3,1,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,4,2,2,0.313333797791188,31.9394139167093,NA,NA,NA,NA,"Co-parent","High school degree/GED","Other",NA,NA,"11237",NA,"Months"
"374",1,11,1,1,2,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,1,NA,1,2,1,2,1,2,1,1,3,4,1,2,0.457036401125413,46.5876164443511,"Did not take time off",NA,NA,NA,"Co-parent","High school degree/GED","White","Private",NA,"11219",NA,"Months"
"375",1,2,1,1,5,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,2,1,3,4,2,1,0.268127328316087,27.3313309379284,"Unpaid",8,NA,NA,"Co-parent","Four year college or higher","Native Hawaiian/OPI","Private","Fired related to pregnancy or maternity leave","10452",NA,"Months"
"376",1,12,1,1,3,1,NA,NA,NA,1,1,"3",8,6,4,0,0,1,2,2,NA,NA,NA,NA,NA,NA,1,2,4,4,2,12,0.853754642769328,87.0267526546691,"Both",16,0,0,"Single Parent","Four year college or higher","White","Private","Chose to stay-at-home","10011",NA,"Months"
"377",3,6,1,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,4,2,8,2.22524568523639,226.828524430361,NA,NA,NA,NA,"Co-parent","Some college or technical school","Black/African American",NA,NA,"11207",NA,"Months"
"378",1,10,1,2,5,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,2,1,2,1,1,2,4,4,2,4,0.563691153363334,57.4593778117003,"Unpaid",8,NA,NA,"Co-parent","Some college or technical school","Black/African American","Government",NA,"11212",NA,"Months"
"379",1,1,1,2,3,2,2,2,2,1,2,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,2,1,1,3,4,4,2,10,0.583713839037945,59.5003732293467,"Unpaid",7,NA,NA,"Co-parent","Four year college or higher","White","Non-profit",NA,"11249",NA,"Weeks"
"380",4,12,1,1,3,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,1,2,1.0863017983674,110.731248978267,NA,NA,NA,NA,"Co-parent","High school degree/GED","Other",NA,NA,"11221",NA,"Months"
"381",4,8,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,1,2,2,2,1,3,4,4,2,12,0.390872256217473,39.8432306629355,"Unpaid",16,NA,NA,"Co-parent","Four year college or higher","White","Private",NA,"11374",NA,"Months"
"382",1,1,1,2,3,1,NA,NA,NA,1,1,"1",0,2,2,0,0,1,1,NA,1,1,1,1,2,2,1,2,4,4,2,12,0.590621912521809,60.2045418186389,"Paid",2,0,0,"Co-parent","Four year college or higher","White","Private",NA,"11235",NA,"Months"
"383",2,7,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,2,1,NA,1,2,1,1,1,1,2,2,4,4,2,12,0.608974341491052,62.0752810410202,"Unpaid",12,NA,NA,"Co-parent","Four year college or higher","White","Private",NA,"11375",NA,"Never"
"384",2,8,1,2,3,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,2,10,NA,NA,NA,NA,NA,NA,1,1,3,4,2,1,2.16580187120216,220.769169855109,"Did not take time off",NA,NA,NA,"Co-parent","Some college or technical school","White","Non-profit","other","10457",NA,"Never"
"385",1,7,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,2,77,1.02603415428667,104.587917988605,NA,NA,NA,NA,"Co-parent","High school degree/GED","Other",NA,NA,"11429",NA,"Months"
"386",2,3,1,1,2,1,NA,NA,NA,1,1,"3",0,6,0,0,0,3,2,3,NA,NA,NA,NA,NA,NA,1,2,2,4,2,11,0.653841779036485,66.6488050886899,"Both",36,0,0,"Co-parent","Some college or technical school","Black/African American","Non-profit","Not enough flexibility","11435",NA,"Months"
"387",3,4,1,1,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,4,1,1,1.68406698756674,171.663934623501,NA,NA,NA,NA,"Co-parent","High school degree/GED","Other",NA,NA,"11207",NA,"Months"
"388",2,1,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,1,1,2,1,1,3,4,4,2,12,0.720958035373122,73.4902435379962,"Unpaid",24,NA,NA,"Co-parent","Four year college or higher","White","Government",NA,"10040",NA,"Months"
"389",1,9,1,1,2,1,NA,NA,NA,1,1,"1",6,0,0,0,0,1,1,NA,2,2,2,2,1,2,1,1,4,4,2,12,0.720958035373122,73.4902435379962,"Paid",6,0,0,"Co-parent","Four year college or higher","White","Government",NA,"10028",NA,"Weeks"
"390",3,3,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,2,77,1.23122600460225,125.503974557555,NA,NA,NA,NA,"Single Parent","Four year college or higher","Black/African American",NA,NA,"10466",NA,"Months"
"391",3,10,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,2,1,0.791685761041718,80.6998140389806,NA,NA,NA,NA,"Co-parent","No high school degree","White",NA,NA,"10467",NA,"Months"
"392",4,3,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,4,2,3,1.83484519428591,187.033382758273,NA,NA,NA,NA,"Co-parent","No high school degree","White",NA,NA,"10033",NA,"Months"
"393",1,4,1,2,3,1,NA,NA,NA,1,1,"3",7,2,5,5,0,1,1,NA,1,1,2,1,2,1,2,1,4,4,2,12,0.639025616794994,65.1385322045516,"Both",12,5,42,"Co-parent","Four year college or higher","White","Non-profit",NA,"11372",NA,"Months"
"394",1,12,1,1,5,1,NA,NA,NA,1,1,"3",6,0,6,16,0,2,1,NA,1,2,2,2,1,2,4,1,4,4,2,2,0.482685108483132,49.2020955924725,"Both",16,16,100,"Single Parent","Some college or technical school","Other","Private",NA,"10033",NA,"Months"
"395",3,1,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,3,2,77,1.4946143652377,152.352242859545,NA,NA,NA,NA,"Co-parent","High school degree/GED","Other",NA,NA,"11368",NA,"Months"
"396",3,12,1,1,2,1,NA,NA,NA,1,1,"3",0,0,4,8,0,1,1,NA,1,1,1,2,2,2,3,3,4,4,2,10,0.693950921611492,70.7372963895906,"Both",12,8,67,"Co-parent","Some college or technical school","Native Hawaiian/OPI","Private",NA,"10473",NA,"Still breastfeeding"
"397",1,5,1,1,2,1,NA,NA,NA,1,1,"1",5,12,6,0,0,2,1,NA,1,2,2,2,1,1,1,3,4,4,2,12,0.698480299408574,71.1989946591867,"Paid",12,0,0,"Co-parent","Some college or technical school","White","Private",NA,"10307",NA,"Never"
"398",1,3,1,1,2,1,NA,NA,NA,1,1,"1",1,0,8,2,0,1,1,NA,1,1,2,2,2,1,1,1,4,4,2,12,0.608974341491052,62.0752810410202,"Paid",6,2,33,"Co-parent","Four year college or higher","White","Private",NA,"07052",NA,"Months"
"399",3,3,1,2,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,1,2,2,2,1,2,4,4,2,12,0.410420906248542,41.8359056608344,"Unpaid",12,NA,NA,"Co-parent","Four year college or higher","Black/African American","Private",NA,"11234",NA,"Months"
"400",1,10,1,1,1,1,NA,NA,NA,1,1,"3",2,0,3,4,0,2,1,NA,2,2,1,2,1,2,1,1,2,3,2,5,0.464232246430029,47.321118809193,"Both",6,4,67,"Co-parent","High school degree/GED","White","Private",NA,"11213",NA,"Months"
"401",3,2,1,1,2,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,3,4,4,2,2,0.679870860712948,69.3020573691554,"Did not take time off",NA,NA,NA,"Co-parent","No high school degree","White","Private","Chose to stay-at-home","10455",NA,"Months"
"402",1,12,1,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,1,3,2.54988393014099,259.920247539377,NA,NA,NA,NA,"Co-parent","Some college or technical school","Black/African American",NA,NA,"11203",NA,"Months"
"403",1,5,1,1,3,1,NA,NA,NA,1,2,"4",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,1,3,4,2,2,0.617920763771656,62.9872269795311,"Did not take time off",NA,NA,NA,"Co-parent","Some college or technical school","Hispanic","Private","Chose to stay-at-home","10462",NA,"Months"
"404",3,5,1,2,3,1,NA,NA,NA,1,1,"3",2,77,3,4,4,NA,1,NA,1,1,2,1,2,77,3,3,4,4,1,3,0.484599471688432,49.3972345759847,"Both",NA,4,NA,"Co-parent","Some college or technical school","Black/African American","Private",NA,"10468",NA,"Months"
"405",1,8,1,1,2,1,NA,NA,NA,1,1,"3",2,0,2,2,0,2,1,NA,1,2,2,2,2,2,1,3,3,4,2,1,0.611777119817944,62.3609798635871,"Both",6,2,33,"Co-parent","High school degree/GED","White","Non-profit",NA,"11205",NA,"Still breastfeeding"
"406",1,2,1,2,2,1,NA,NA,NA,1,2,"2",NA,NA,NA,NA,NA,1,2,9,NA,NA,NA,NA,NA,NA,1,1,4,4,1,7,1.34909581262975,137.51893308872,"Unpaid",12,NA,NA,"Co-parent","Some college or technical school","Black/African American","Private","Looking for other jobs","10467",NA,"Months"
"407",2,12,1,2,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,1,1,2,2,1,4,4,4,2,12,0.655329346985773,66.8004390611387,"Unpaid",14,NA,NA,"Co-parent","Four year college or higher","White","Private",NA,"11231",NA,"Weeks"
"408",3,3,1,1,3,1,NA,NA,NA,1,1,"3",2,0,2,0,2,1,1,NA,1,2,1,1,2,1,1,3,4,4,1,8,0.491783512001863,50.1295336091005,"Both",12,0,0,"Co-parent","Some college or technical school","White","Private",NA,"11206",NA,"Months"
"409",2,8,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,1,2,2,2,3,2,4,4,2,12,0.581443828956421,59.2689816842915,"Unpaid",4,NA,NA,"Co-parent","Four year college or higher","White","Private",NA,"11230",NA,"Months"
"410",1,3,1,1,3,1,NA,NA,NA,1,1,"3",5,6,0,12,0,1,1,NA,1,2,1,2,1,1,1,2,4,4,2,12,0.639025616794994,65.1385322045516,"Both",23,12,52,"Co-parent","Four year college or higher","White","Private",NA,"10040",NA,"Still breastfeeding"
"411",1,12,1,2,2,1,NA,NA,NA,1,1,"1",4,0,4,0,0,1,1,NA,2,2,2,2,2,2,1,1,4,4,2,12,0.720958035373122,73.4902435379962,"Paid",8,0,0,"Co-parent","Four year college or higher","White","Non-profit",NA,"10021",NA,"Months"
"412",1,3,1,2,3,1,NA,NA,NA,1,2,"2",NA,NA,NA,NA,NA,2,1,NA,2,2,2,2,1,2,1,3,1,4,2,1,1.85386244203571,188.971889717048,"Unpaid",8,NA,NA,"Single Parent","High school degree/GED","Black/African American","Government",NA,"10475",NA,"Months"
"413",1,9,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,77,2,99,1.36127908657531,138.760824745959,NA,NA,NA,NA,"Co-parent","Some college or technical school","White",NA,NA,"10306",NA,"Months"
"414",1,2,1,1,3,1,NA,NA,NA,1,1,"1",12,0,0,0,0,77,1,NA,2,2,2,2,1,1,1,1,4,4,2,12,0.639025616794994,65.1385322045516,"Paid",48,0,0,"Co-parent","Four year college or higher","White","Non-profit",NA,"11105",NA,"Months"
"415",2,12,1,1,2,1,NA,NA,NA,1,1,"3",10,6,0,2,0,1,1,NA,1,2,1,1,2,2,2,2,4,4,2,12,0.364377906119797,37.1425516420665,"Both",12,2,17,"Co-parent","Four year college or higher","Black/African American","Government",NA,"10461",NA,"Months"
"416",2,1,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,4,2,99,1.35796261684066,138.422763227081,NA,NA,NA,NA,"Co-parent","High school degree/GED","White",NA,NA,"11222",NA,"Months"
